FlightDate,Airline,FlightNumber,OriginAirport,DestinationAirport,DepartureDelay,DelayReason,WeatherCondition
2024-02-15,Vistara,VI803,BLR,DEL,124,Weather,Heavy Rain
2024-04-26,Vistara,VI202,HYD,CCU,18,Crew,Clear
2024-04-06,Vistara,VI121,BOM,PNQ,179,Weather,Fog
2024-02-03,SpiceJet,SP888,BOM,BLR,175,Weather,Clear
2024-01-04,Indigo,IN910,BOM,LKO,101,Crew,Clear
2024-02-21,SpiceJet,SP591,PNQ,CCU,99,Weather,Snow
2024-02-09,SpiceJet,SP157,MAA,CCU,20,Technical,Clear
2024-01-27,GoAir,GO403,BOM,LKO,121,ATC,Clear
2024-01-01,SpiceJet,SP124,BLR,MAA,105,Weather,Thunderstorm
2024-02-27,Vistara,VI803,BOM,MAA,43,Weather,Heavy Rain
2024-01-27,Air India,AI465,BOM,LKO,107,Weather,Fog
2024-01-12,GoAir,GO254,HYD,MAA,168,Technical,Clear
2024-06-22,Vistara,VI253,MAA,LKO,104,ATC,Clear
2024-03-10,Vistara,VI777,LKO,HYD,34,ATC,Clear
2024-02-08,SpiceJet,SP427,HYD,MAA,137,Weather,Fog
2024-01-29,GoAir,GO537,MAA,BOM,47,Weather,Heavy Rain
2024-04-08,Air India,AI426,PNQ,BLR,120,Weather,Clear
2024-06-11,Air India,AI241,BLR,MAA,142,Weather,Clear
2024-05-16,Vistara,VI645,BLR,MAA,122,Weather,Clear
2024-05-27,SpiceJet,SP819,BOM,HYD,67,Weather,Fog
2024-04-02,GoAir,GO585,HYD,DEL,104,Weather,Thunderstorm
2024-02-05,Air India,AI571,HYD,PNQ,122,ATC,Clear
2024-02-23,SpiceJet,SP157,HYD,DEL,51,Security,Clear
2024-01-07,Vistara,VI480,DEL,CCU,163,Weather,Fog
2024-05-02,GoAir,GO991,HYD,DEL,51,Weather,Fog
2024-03-03,Indigo,IN112,CCU,BOM,135,Crew,Clear
2024-05-15,Air India,AI581,CCU,LKO,180,Weather,Fog
2024-03-14,Indigo,IN259,DEL,CCU,59,Weather,Clear
2024-02-11,Indigo,IN505,CCU,LKO,131,Security,Clear
2024-05-26,GoAir,GO413,BLR,MAA,84,Security,Clear
2024-05-13,Vistara,VI228,BLR,MAA,71,Technical,Clear
2024-02-17,GoAir,GO719,BOM,PNQ,137,Technical,Clear
2024-06-16,Vistara,VI947,CCU,BOM,110,Weather,Snow
2024-02-19,Air India,AI211,BOM,DEL,100,Weather,Fog
2024-03-02,Air India,AI266,BOM,DEL,17,Weather,Thunderstorm
2024-02-18,GoAir,GO306,DEL,HYD,160,Weather,Clear
2024-01-12,GoAir,GO909,PNQ,DEL,38,Weather,Thunderstorm
2024-01-03,Air India,AI869,MAA,BLR,95,Technical,Clear
2024-04-01,SpiceJet,SP819,BOM,BLR,143,Weather,Fog
2024-05-08,SpiceJet,SP124,CCU,BLR,24,Technical,Clear
2024-02-11,SpiceJet,SP798,PNQ,DEL,38,ATC,Clear
2024-02-25,SpiceJet,SP887,HYD,LKO,170,Technical,Clear
2024-04-24,SpiceJet,SP447,MAA,HYD,125,Technical,Clear
2024-06-23,Vistara,VI344,BLR,LKO,54,Technical,Clear
2024-01-25,Indigo,IN246,MAA,LKO,37,ATC,Clear
2024-01-25,Vistara,VI421,HYD,BLR,86,Weather,Clear
2024-04-03,Air India,AI191,BOM,HYD,132,Crew,Clear
2024-05-01,Air India,AI881,PNQ,LKO,46,Security,Clear
2024-01-11,Air India,AI979,MAA,BLR,173,Weather,Heavy Rain
2024-04-22,Air India,AI624,LKO,HYD,120,Weather,Clear
2024-04-25,Air India,AI998,DEL,LKO,29,Security,Clear
2024-06-28,GoAir,GO108,HYD,PNQ,111,Weather,Heavy Rain
2024-05-25,Vistara,VI974,BOM,HYD,133,Weather,Fog
2024-03-30,Vistara,VI579,PNQ,DEL,42,Weather,Snow
2024-04-20,SpiceJet,SP511,LKO,DEL,169,Weather,Snow
2024-02-24,Vistara,VI217,MAA,BLR,54,Weather,Snow
2024-02-07,SpiceJet,SP427,DEL,LKO,30,Crew,Clear
2024-04-20,Vistara,VI318,DEL,HYD,123,ATC,Clear
2024-03-05,SpiceJet,SP185,HYD,DEL,35,Weather,Thunderstorm
2024-04-25,Vistara,VI637,BLR,CCU,62,ATC,Clear
2024-01-24,Vistara,VI450,MAA,BOM,122,Weather,Snow
2024-05-01,GoAir,GO805,HYD,CCU,161,Weather,Snow
2024-01-03,GoAir,GO901,BLR,DEL,163,Crew,Clear
2024-03-23,Air India,AI114,HYD,MAA,142,Security,Clear
2024-01-30,Vistara,VI369,DEL,MAA,47,Security,Clear
2024-06-12,GoAir,GO199,DEL,HYD,63,Crew,Clear
2024-06-27,GoAir,GO892,HYD,LKO,104,Weather,Heavy Rain
2024-02-18,GoAir,GO114,LKO,PNQ,92,Weather,Thunderstorm
2024-05-08,Indigo,IN816,PNQ,LKO,120,Security,Clear
2024-03-31,Air India,AI948,CCU,MAA,100,Security,Clear
2024-02-15,Vistara,VI538,LKO,BOM,56,Technical,Clear
2024-04-07,Air India,AI965,CCU,LKO,173,Weather,Fog
2024-01-23,Indigo,IN191,DEL,LKO,41,Security,Clear
2024-06-08,GoAir,GO202,PNQ,MAA,23,Technical,Clear
2024-04-17,SpiceJet,SP328,PNQ,MAA,65,Weather,Snow
2024-02-01,Air India,AI912,PNQ,BLR,180,Security,Clear
2024-01-02,Air India,AI900,BLR,LKO,82,Weather,Thunderstorm
2024-04-16,SpiceJet,SP104,CCU,DEL,54,Weather,Thunderstorm
2024-05-12,GoAir,GO425,LKO,BOM,125,Security,Clear
2024-05-22,Vistara,VI297,CCU,PNQ,162,Weather,Snow
2024-02-02,Vistara,VI845,HYD,MAA,147,Security,Clear
2024-04-21,SpiceJet,SP201,HYD,LKO,162,Weather,Snow
2024-06-09,Air India,AI957,HYD,BLR,38,Weather,Fog
2024-04-21,Indigo,IN743,HYD,DEL,154,Technical,Clear
2024-05-26,Vistara,VI125,HYD,MAA,106,Technical,Clear
2024-03-02,SpiceJet,SP404,BLR,LKO,111,ATC,Clear
2024-06-17,Indigo,IN381,BOM,HYD,178,Technical,Clear
2024-01-29,Vistara,VI710,BOM,DEL,82,Weather,Heavy Rain
2024-01-24,Indigo,IN606,LKO,PNQ,40,Weather,Snow
2024-01-06,Vistara,VI175,PNQ,LKO,122,Weather,Snow
2024-03-21,Vistara,VI927,HYD,BOM,60,Weather,Clear
2024-06-10,GoAir,GO975,DEL,BOM,103,Security,Clear
2024-06-06,GoAir,GO659,DEL,HYD,80,Technical,Clear
2024-02-19,GoAir,GO130,DEL,LKO,54,Technical,Clear
2024-04-03,Indigo,IN322,DEL,BLR,36,Weather,Heavy Rain
2024-03-09,Air India,AI593,BLR,DEL,156,Weather,Thunderstorm
2024-04-29,Vistara,VI546,CCU,BOM,65,Weather,Thunderstorm
2024-04-10,Indigo,IN697,MAA,BOM,139,Crew,Clear
2024-04-24,Vistara,VI710,MAA,PNQ,42,Weather,Clear
2024-04-08,Vistara,VI304,LKO,HYD,31,ATC,Clear
2024-02-12,Indigo,IN623,MAA,LKO,169,Weather,Clear
2024-03-31,Vistara,VI130,BOM,HYD,124,ATC,Clear
2024-04-01,SpiceJet,SP174,BLR,CCU,52,Weather,Thunderstorm
2024-02-01,Indigo,IN426,DEL,CCU,134,Weather,Clear
2024-03-23,SpiceJet,SP675,BOM,MAA,69,Weather,Clear
2024-02-25,Indigo,IN674,MAA,CCU,34,Technical,Clear
2024-06-23,Vistara,VI425,LKO,BOM,141,Weather,Snow
2024-01-12,Air India,AI531,BOM,DEL,168,Weather,Thunderstorm
2024-05-31,Vistara,VI342,DEL,BLR,162,Weather,Fog
2024-04-28,Air India,AI234,CCU,DEL,150,ATC,Clear
2024-03-27,Indigo,IN171,PNQ,DEL,121,ATC,Clear
2024-03-11,Air India,AI871,LKO,BLR,95,Weather,Snow
2024-06-05,Indigo,IN502,MAA,CCU,141,Security,Clear
2024-04-05,GoAir,GO205,DEL,HYD,17,Weather,Heavy Rain
2024-01-27,Air India,AI982,CCU,BOM,63,Weather,Thunderstorm
2024-05-17,Indigo,IN804,DEL,BLR,26,ATC,Clear
2024-01-13,Air India,AI176,MAA,HYD,112,Technical,Clear
2024-06-27,SpiceJet,SP241,PNQ,DEL,52,Weather,Clear
2024-04-15,Vistara,VI784,BOM,LKO,162,Technical,Clear
2024-06-18,Vistara,VI387,LKO,PNQ,72,Crew,Clear
2024-03-08,Air India,AI828,BOM,BLR,77,Technical,Clear
2024-06-26,Indigo,IN176,PNQ,DEL,70,Weather,Snow
2024-04-08,SpiceJet,SP599,BOM,BLR,166,Weather,Clear
2024-05-11,Air India,AI878,MAA,CCU,54,Weather,Clear
2024-01-28,SpiceJet,SP324,LKO,BLR,173,Security,Clear
2024-04-12,SpiceJet,SP170,MAA,BLR,93,Weather,Clear
2024-06-14,Indigo,IN250,PNQ,DEL,76,Crew,Clear
2024-04-27,SpiceJet,SP373,DEL,MAA,130,Technical,Clear
2024-03-08,Indigo,IN663,BOM,BLR,53,Weather,Snow
2024-05-08,Vistara,VI620,LKO,DEL,109,Weather,Fog
2024-01-13,Vistara,VI849,CCU,BOM,118,Weather,Heavy Rain
2024-06-01,Air India,AI642,PNQ,MAA,27,Weather,Heavy Rain
2024-01-29,SpiceJet,SP217,DEL,BOM,76,Technical,Clear
2024-05-16,Indigo,IN382,BLR,LKO,118,Technical,Clear
2024-04-10,Indigo,IN325,MAA,BLR,67,Weather,Thunderstorm
2024-06-12,Air India,AI822,MAA,CCU,62,Weather,Clear
2024-06-28,GoAir,GO588,MAA,PNQ,76,Security,Clear
2024-03-21,Indigo,IN270,HYD,BLR,51,ATC,Clear
2024-06-19,Vistara,VI538,LKO,DEL,82,Weather,Fog
2024-02-13,Indigo,IN708,LKO,BLR,140,Technical,Clear
2024-04-30,Indigo,IN146,DEL,LKO,89,Technical,Clear
2024-05-14,GoAir,GO271,HYD,PNQ,92,Weather,Thunderstorm
2024-04-25,Vistara,VI852,LKO,MAA,139,Weather,Thunderstorm
2024-04-03,Vistara,VI113,LKO,HYD,147,Crew,Clear
2024-01-29,Air India,AI802,DEL,HYD,71,Security,Clear
2024-04-01,Vistara,VI131,BLR,LKO,125,Crew,Clear
2024-02-22,Indigo,IN298,CCU,LKO,85,Weather,Clear
2024-04-25,GoAir,GO279,MAA,CCU,99,Weather,Snow
2024-05-30,Vistara,VI382,MAA,BOM,148,Weather,Thunderstorm
2024-06-05,Indigo,IN543,PNQ,MAA,103,Security,Clear
2024-01-29,Indigo,IN610,HYD,MAA,148,Technical,Clear
2024-06-08,GoAir,GO780,HYD,BLR,31,Weather,Thunderstorm
2024-01-04,Vistara,VI141,BLR,HYD,46,ATC,Clear
2024-05-05,Air India,AI105,CCU,HYD,15,Technical,Clear
2024-03-05,SpiceJet,SP458,MAA,PNQ,158,ATC,Clear
2024-01-23,Air India,AI246,BLR,MAA,35,Technical,Clear
2024-02-26,Indigo,IN584,LKO,BOM,178,ATC,Clear
2024-04-18,Vistara,VI200,MAA,HYD,59,Technical,Clear
2024-06-22,Air India,AI923,HYD,CCU,79,Crew,Clear
2024-04-16,GoAir,GO304,MAA,HYD,160,Weather,Snow
2024-05-19,SpiceJet,SP484,CCU,DEL,128,Weather,Thunderstorm
2024-05-08,Air India,AI579,LKO,BLR,120,Weather,Snow
2024-01-08,GoAir,GO127,CCU,DEL,172,Crew,Clear
2024-03-03,GoAir,GO624,LKO,BOM,159,Technical,Clear
2024-01-14,Vistara,VI228,CCU,LKO,147,Weather,Snow
2024-01-14,Indigo,IN156,MAA,PNQ,42,Security,Clear
2024-06-01,Indigo,IN941,MAA,LKO,99,Weather,Fog
2024-02-01,GoAir,GO790,DEL,CCU,51,Weather,Clear
2024-05-06,SpiceJet,SP328,HYD,BLR,16,Technical,Clear
2024-06-08,SpiceJet,SP217,BOM,DEL,45,Weather,Clear
2024-01-25,SpiceJet,SP309,BOM,MAA,144,Weather,Snow
2024-04-10,Indigo,IN224,MAA,BLR,62,Weather,Heavy Rain
2024-05-19,Air India,AI941,PNQ,CCU,46,Technical,Clear
2024-02-07,Indigo,IN289,HYD,PNQ,76,Crew,Clear
2024-05-10,GoAir,GO305,PNQ,BLR,40,Weather,Clear
2024-05-06,Air India,AI783,MAA,BLR,42,Weather,Snow
2024-04-16,Vistara,VI251,DEL,BLR,159,Weather,Snow
2024-01-03,GoAir,GO410,DEL,CCU,173,Technical,Clear
2024-01-11,Air India,AI242,PNQ,LKO,17,Weather,Heavy Rain
2024-04-01,GoAir,GO976,BLR,HYD,149,Security,Clear
2024-05-11,Indigo,IN278,HYD,BLR,159,Technical,Clear
2024-04-27,SpiceJet,SP385,MAA,BLR,180,Weather,Snow
2024-04-06,Vistara,VI720,HYD,LKO,144,Crew,Clear
2024-02-03,Air India,AI702,LKO,MAA,118,Technical,Clear
2024-01-12,Indigo,IN972,HYD,BOM,42,Weather,Snow
2024-06-22,Vistara,VI431,BLR,PNQ,75,ATC,Clear
2024-02-14,Vistara,VI873,CCU,DEL,79,Weather,Fog
2024-01-10,Indigo,IN552,LKO,MAA,22,Technical,Clear
2024-03-23,Indigo,IN815,PNQ,BLR,178,Weather,Clear
2024-05-22,SpiceJet,SP300,MAA,BLR,88,Weather,Heavy Rain
2024-02-21,SpiceJet,SP544,BLR,DEL,176,Technical,Clear
2024-02-22,Indigo,IN929,HYD,DEL,119,Weather,Clear
2024-05-19,Indigo,IN448,HYD,CCU,179,Crew,Clear
2024-02-18,SpiceJet,SP684,PNQ,MAA,173,Weather,Clear
2024-02-05,Indigo,IN549,CCU,LKO,33,Weather,Clear
2024-01-21,SpiceJet,SP901,MAA,DEL,74,Weather,Fog
2024-06-02,GoAir,GO438,DEL,HYD,89,ATC,Clear
2024-04-09,Air India,AI169,HYD,BLR,162,Weather,Heavy Rain
2024-05-12,GoAir,GO612,MAA,BLR,154,Technical,Clear
2024-05-29,Vistara,VI369,DEL,BOM,81,Weather,Heavy Rain
2024-03-26,Indigo,IN242,BLR,LKO,99,ATC,Clear
2024-03-01,Vistara,VI174,DEL,BLR,121,Security,Clear
2024-05-21,Vistara,VI232,MAA,CCU,24,Weather,Snow
2024-05-09,SpiceJet,SP765,LKO,BLR,73,Weather,Fog
2024-01-15,Indigo,IN892,BLR,LKO,112,Technical,Clear
2024-05-21,Vistara,VI153,CCU,PNQ,47,Weather,Snow
2024-06-28,Vistara,VI662,HYD,DEL,172,Weather,Thunderstorm
2024-03-31,SpiceJet,SP451,CCU,DEL,38,Weather,Clear
2024-01-03,SpiceJet,SP522,DEL,PNQ,78,Weather,Fog
2024-01-20,Indigo,IN229,PNQ,BOM,95,Weather,Thunderstorm
2024-06-03,SpiceJet,SP399,HYD,LKO,46,Weather,Fog
2024-01-20,Air India,AI656,BLR,MAA,106,Crew,Clear
2024-04-23,Air India,AI475,MAA,PNQ,149,Technical,Clear
2024-03-22,GoAir,GO615,BOM,DEL,120,Weather,Clear
2024-05-04,Air India,AI180,BLR,BOM,148,ATC,Clear
2024-03-19,GoAir,GO315,BOM,BLR,51,Crew,Clear
2024-03-01,Vistara,VI765,PNQ,DEL,23,Weather,Thunderstorm
2024-03-12,GoAir,GO493,MAA,PNQ,30,Security,Clear
2024-06-05,Vistara,VI607,DEL,PNQ,128,Weather,Fog
2024-02-27,SpiceJet,SP488,HYD,CCU,28,Weather,Thunderstorm
2024-01-09,GoAir,GO881,LKO,DEL,101,Security,Clear
2024-05-31,SpiceJet,SP875,DEL,BLR,174,Crew,Clear
2024-04-19,Indigo,IN926,BOM,LKO,88,Weather,Clear
2024-04-28,Vistara,VI686,MAA,BOM,134,Security,Clear
2024-02-03,Indigo,IN387,MAA,DEL,153,Security,Clear
2024-03-27,GoAir,GO504,DEL,LKO,83,Weather,Thunderstorm
2024-06-16,GoAir,GO112,BOM,BLR,97,Technical,Clear
2024-02-15,Vistara,VI573,DEL,MAA,24,Weather,Thunderstorm
2024-05-02,GoAir,GO323,CCU,DEL,35,Technical,Clear
2024-06-05,GoAir,GO421,BOM,MAA,85,Weather,Thunderstorm
2024-05-06,SpiceJet,SP332,HYD,BOM,27,ATC,Clear
2024-01-30,Indigo,IN288,PNQ,MAA,156,Weather,Heavy Rain
2024-01-16,Air India,AI363,DEL,CCU,105,ATC,Clear
2024-06-02,SpiceJet,SP458,BOM,DEL,43,Technical,Clear
2024-03-01,SpiceJet,SP433,LKO,PNQ,121,ATC,Clear
2024-06-13,Vistara,VI996,MAA,BOM,170,Weather,Thunderstorm
2024-03-26,Vistara,VI767,LKO,BLR,90,Security,Clear
2024-02-11,Air India,AI145,MAA,BOM,21,Security,Clear
2024-06-04,SpiceJet,SP927,LKO,MAA,145,Crew,Clear
2024-02-25,Vistara,VI950,DEL,CCU,112,Crew,Clear
2024-01-20,SpiceJet,SP678,CCU,MAA,150,Crew,Clear
2024-06-04,Vistara,VI775,PNQ,HYD,162,Weather,Thunderstorm
2024-03-03,Air India,AI348,LKO,BOM,44,Weather,Heavy Rain
2024-04-23,Vistara,VI470,BOM,BLR,34,Technical,Clear
2024-06-16,Vistara,VI719,BLR,MAA,73,Crew,Clear
2024-05-17,SpiceJet,SP895,CCU,LKO,50,Technical,Clear
2024-03-14,Air India,AI421,BOM,DEL,144,Weather,Heavy Rain
2024-05-27,Vistara,VI747,BLR,BOM,18,ATC,Clear
2024-01-31,Vistara,VI369,PNQ,LKO,23,Weather,Snow
2024-01-07,SpiceJet,SP174,HYD,LKO,114,ATC,Clear
2024-03-31,SpiceJet,SP511,BLR,CCU,101,Weather,Thunderstorm
2024-05-31,GoAir,GO731,BOM,CCU,105,Weather,Snow
2024-04-14,Vistara,VI858,CCU,HYD,49,Crew,Clear
2024-05-30,GoAir,GO185,HYD,DEL,109,Technical,Clear
2024-04-07,Air India,AI549,HYD,LKO,86,Crew,Clear
2024-02-29,Air India,AI605,LKO,DEL,149,Technical,Clear
2024-03-14,Air India,AI493,LKO,PNQ,51,Weather,Fog
2024-02-23,Vistara,VI631,MAA,LKO,95,ATC,Clear
2024-03-29,Air India,AI269,BOM,BLR,127,Weather,Heavy Rain
2024-02-13,Air India,AI365,BOM,HYD,51,Technical,Clear
2024-02-22,GoAir,GO958,HYD,DEL,25,Technical,Clear
2024-01-02,Vistara,VI952,DEL,BLR,161,Weather,Snow
2024-04-23,GoAir,GO229,PNQ,HYD,45,Security,Clear
2024-04-20,Vistara,VI369,BOM,PNQ,86,Weather,Fog
2024-03-31,Indigo,IN862,BLR,CCU,55,Weather,Clear
2024-03-26,Air India,AI564,BOM,CCU,24,Technical,Clear
2024-01-26,GoAir,GO425,BLR,PNQ,175,Technical,Clear
2024-06-11,Indigo,IN351,HYD,LKO,71,Weather,Heavy Rain
2024-03-08,Vistara,VI255,PNQ,CCU,142,Weather,Thunderstorm
2024-02-03,SpiceJet,SP750,BOM,LKO,69,ATC,Clear
2024-04-21,Indigo,IN602,BLR,CCU,122,Weather,Thunderstorm
2024-06-06,Vistara,VI746,BLR,CCU,150,Weather,Heavy Rain
2024-03-17,SpiceJet,SP996,MAA,CCU,176,Weather,Snow
2024-06-02,Air India,AI656,PNQ,HYD,43,Weather,Thunderstorm
2024-04-17,Vistara,VI433,BLR,CCU,60,Weather,Snow
2024-03-22,Indigo,IN455,CCU,LKO,138,Weather,Snow
2024-06-02,Vistara,VI803,BLR,DEL,144,Weather,Heavy Rain
2024-04-14,Indigo,IN675,LKO,HYD,120,Technical,Clear
2024-04-23,Vistara,VI508,MAA,DEL,71,Weather,Thunderstorm
2024-06-11,Indigo,IN415,PNQ,BLR,57,Weather,Clear
2024-02-22,Indigo,IN728,LKO,BOM,20,Technical,Clear
2024-04-07,Indigo,IN899,LKO,HYD,156,Crew,Clear
2024-06-16,Indigo,IN631,BLR,HYD,55,Technical,Clear
2024-02-28,Air India,AI920,HYD,BLR,70,Weather,Clear
2024-03-04,Indigo,IN136,DEL,PNQ,41,Security,Clear
2024-05-04,Indigo,IN260,MAA,HYD,176,Weather,Heavy Rain
2024-01-09,Air India,AI867,BOM,PNQ,117,Crew,Clear
2024-03-10,Indigo,IN178,BOM,LKO,121,Crew,Clear
2024-01-04,GoAir,GO719,HYD,DEL,115,Crew,Clear
2024-06-04,Air India,AI903,LKO,BLR,20,Technical,Clear
2024-03-11,Vistara,VI307,BOM,BLR,162,Security,Clear
2024-04-06,Air India,AI539,BOM,HYD,158,Security,Clear
2024-05-03,Air India,AI819,BLR,MAA,142,Weather,Snow
2024-04-05,GoAir,GO831,BOM,MAA,21,Weather,Snow
2024-02-29,Vistara,VI478,PNQ,MAA,94,Weather,Thunderstorm
2024-02-06,Indigo,IN197,HYD,BOM,140,ATC,Clear
2024-01-22,SpiceJet,SP512,PNQ,MAA,160,Crew,Clear
2024-01-16,Vistara,VI358,CCU,HYD,53,Crew,Clear
2024-03-23,GoAir,GO713,CCU,PNQ,68,Weather,Clear
2024-05-05,GoAir,GO611,LKO,CCU,133,Weather,Snow
2024-05-11,GoAir,GO979,BOM,DEL,34,Weather,Snow
2024-02-02,Indigo,IN265,BOM,HYD,44,Weather,Fog
2024-04-18,Vistara,VI274,PNQ,BOM,155,Crew,Clear
2024-04-12,Indigo,IN403,BOM,MAA,84,Security,Clear
2024-06-06,Air India,AI677,HYD,BOM,67,Weather,Clear
2024-04-05,GoAir,GO719,MAA,BLR,99,Weather,Heavy Rain
2024-02-12,GoAir,GO832,PNQ,DEL,60,Weather,Heavy Rain
2024-04-30,Indigo,IN105,MAA,CCU,39,Weather,Clear
2024-04-27,Air India,AI196,DEL,LKO,55,Weather,Fog
2024-03-30,GoAir,GO331,LKO,CCU,64,Weather,Thunderstorm
2024-03-13,Vistara,VI698,MAA,HYD,118,Technical,Clear
2024-05-23,GoAir,GO756,BLR,DEL,41,Technical,Clear
2024-03-12,SpiceJet,SP369,BOM,HYD,165,Crew,Clear
2024-03-25,GoAir,GO890,MAA,PNQ,172,Crew,Clear
2024-02-23,SpiceJet,SP102,BLR,BOM,172,Weather,Heavy Rain
2024-02-06,SpiceJet,SP586,DEL,BLR,28,Weather,Heavy Rain
2024-05-10,Vistara,VI535,PNQ,HYD,45,Weather,Heavy Rain
2024-05-23,Vistara,VI486,CCU,LKO,94,Weather,Clear
2024-03-22,GoAir,GO180,BLR,BOM,86,Security,Clear
2024-04-21,GoAir,GO552,PNQ,LKO,45,Crew,Clear
2024-06-15,Air India,AI282,DEL,PNQ,134,Weather,Thunderstorm
2024-04-18,SpiceJet,SP731,BLR,MAA,17,Weather,Heavy Rain
2024-04-23,Air India,AI638,BLR,DEL,99,Technical,Clear
2024-04-04,Air India,AI614,DEL,LKO,180,Weather,Thunderstorm
2024-06-13,Vistara,VI507,DEL,CCU,85,Crew,Clear
2024-05-26,Indigo,IN983,PNQ,MAA,140,Technical,Clear
2024-05-01,GoAir,GO926,BOM,DEL,171,Weather,Heavy Rain
2024-06-29,SpiceJet,SP991,HYD,DEL,45,Weather,Fog
2024-04-23,Indigo,IN421,BOM,PNQ,64,Technical,Clear
2024-03-26,Air India,AI826,HYD,LKO,108,Crew,Clear
2024-06-19,Vistara,VI526,DEL,BOM,143,Weather,Heavy Rain
2024-03-09,Indigo,IN276,PNQ,DEL,65,Weather,Clear
2024-04-14,SpiceJet,SP750,DEL,BLR,104,Weather,Fog
2024-03-28,Vistara,VI681,BOM,LKO,37,Security,Clear
2024-01-24,SpiceJet,SP847,BOM,HYD,175,Weather,Fog
2024-02-13,Indigo,IN322,LKO,BLR,78,Weather,Thunderstorm
2024-06-23,SpiceJet,SP865,HYD,BLR,88,Weather,Heavy Rain
2024-03-12,SpiceJet,SP678,LKO,BLR,63,Weather,Thunderstorm
2024-02-21,SpiceJet,SP402,MAA,CCU,38,Weather,Snow
2024-03-31,GoAir,GO472,LKO,PNQ,130,Technical,Clear
2024-01-10,GoAir,GO494,HYD,LKO,126,Technical,Clear
2024-06-14,Air India,AI312,LKO,CCU,156,Security,Clear
2024-01-24,GoAir,GO891,BLR,HYD,81,Weather,Fog
2024-01-30,GoAir,GO774,HYD,MAA,165,Weather,Thunderstorm
2024-04-05,GoAir,GO486,DEL,BLR,176,Crew,Clear
2024-01-03,SpiceJet,SP531,PNQ,HYD,40,Weather,Heavy Rain
2024-04-01,Air India,AI266,PNQ,MAA,20,Weather,Snow
2024-06-06,Vistara,VI707,CCU,LKO,77,Weather,Thunderstorm
2024-04-05,GoAir,GO445,PNQ,LKO,25,Weather,Heavy Rain
2024-05-09,Indigo,IN531,CCU,PNQ,162,Weather,Snow
2024-05-31,Indigo,IN267,HYD,BLR,149,ATC,Clear
2024-05-25,SpiceJet,SP233,LKO,PNQ,38,Security,Clear
2024-02-06,Air India,AI569,CCU,BOM,52,Weather,Heavy Rain
2024-02-14,Air India,AI414,BOM,HYD,67,Weather,Snow
2024-01-24,SpiceJet,SP257,LKO,DEL,103,Weather,Fog
2024-04-30,GoAir,GO803,CCU,LKO,135,Weather,Snow
2024-04-28,SpiceJet,SP881,BOM,MAA,49,Weather,Snow
2024-03-24,Air India,AI939,CCU,MAA,33,Weather,Thunderstorm
2024-05-05,GoAir,GO127,BLR,LKO,75,Weather,Thunderstorm
2024-04-02,Air India,AI613,DEL,LKO,116,Technical,Clear
2024-06-14,SpiceJet,SP241,PNQ,BOM,92,Weather,Snow
2024-01-24,Air India,AI493,HYD,MAA,94,Weather,Snow
2024-06-21,Vistara,VI135,MAA,BLR,116,Weather,Clear
2024-01-28,Vistara,VI925,BOM,BLR,40,Technical,Clear
2024-01-04,SpiceJet,SP426,HYD,LKO,131,Technical,Clear
2024-05-04,Vistara,VI532,DEL,BLR,177,Weather,Fog
2024-06-03,Vistara,VI614,LKO,PNQ,100,Weather,Clear
2024-04-03,Indigo,IN904,HYD,MAA,113,Technical,Clear
2024-02-08,Indigo,IN445,MAA,BOM,172,Technical,Clear
2024-04-21,Indigo,IN575,MAA,DEL,140,Weather,Snow
2024-04-03,Indigo,IN713,LKO,HYD,90,Weather,Fog
2024-05-18,Air India,AI283,MAA,HYD,129,Weather,Thunderstorm
2024-03-17,Indigo,IN710,BOM,BLR,151,Crew,Clear
2024-03-04,SpiceJet,SP186,BOM,HYD,177,Crew,Clear
2024-04-20,Air India,AI453,PNQ,LKO,149,Technical,Clear
2024-01-11,Indigo,IN434,LKO,DEL,178,Weather,Fog
2024-04-07,GoAir,GO842,BOM,BLR,92,Security,Clear
2024-04-12,Indigo,IN288,MAA,CCU,35,Technical,Clear
2024-01-30,SpiceJet,SP684,MAA,HYD,153,Technical,Clear
2024-06-26,Indigo,IN483,PNQ,BOM,126,Crew,Clear
2024-06-25,SpiceJet,SP383,DEL,LKO,61,Weather,Thunderstorm
2024-03-10,Indigo,IN516,BLR,DEL,48,Crew,Clear
2024-03-09,Vistara,VI713,LKO,DEL,19,Weather,Thunderstorm
2024-02-26,Indigo,IN726,MAA,CCU,132,Crew,Clear
2024-06-11,GoAir,GO436,CCU,BLR,18,Security,Clear
2024-03-28,Air India,AI454,PNQ,BOM,142,Weather,Heavy Rain
2024-05-16,SpiceJet,SP789,CCU,HYD,161,Weather,Fog
2024-06-10,Vistara,VI674,LKO,DEL,150,Weather,Thunderstorm
2024-03-18,Air India,AI868,LKO,BLR,22,Technical,Clear
2024-06-08,GoAir,GO270,LKO,MAA,20,Weather,Thunderstorm
2024-05-22,Vistara,VI340,CCU,MAA,170,Weather,Fog
2024-01-25,Vistara,VI323,BLR,DEL,60,Technical,Clear
2024-04-12,GoAir,GO518,LKO,PNQ,168,Weather,Thunderstorm
2024-03-22,Air India,AI745,BOM,CCU,177,ATC,Clear
2024-05-08,GoAir,GO645,CCU,BOM,141,ATC,Clear
2024-03-14,Vistara,VI260,HYD,MAA,151,Weather,Thunderstorm
